datetime,temp,humidity,windspeed,cloudcover,solarradiation
2023-01-01T00:00:00,15.1,57.46,36.9,100,0
2023-01-01T01:00:00,14.6,59.62,33.4,90.3,0
2023-01-01T02:00:00,14.5,58.86,30.8,100,0
2023-01-01T03:00:00,14.6,59.21,31.6,100,0
2023-01-01T04:00:00,14.3,61.62,28.9,100,0
2023-01-01T05:00:00,14,65.56,29.5,99.7,0
2023-01-01T06:00:00,12.8,74.32,23.1,99.7,0
2023-01-01T07:00:00,11.9,83.06,16.4,100,1
2023-01-01T08:00:00,11.3,88.09,14.1,90.3,0
2023-01-01T09:00:00,11.4,87.08,15.6,90.3,5
2023-01-01T10:00:00,12.6,79.02,24.2,59.3,22
2023-01-01T11:00:00,12.3,80.1,21.8,32.3,51
2023-01-01T12:00:00,12.8,75.66,22.3,87.7,85
2023-01-01T13:00:00,13.3,75.36,26.8,90,97
2023-01-01T14:00:00,13.1,76.26,21.6,99.7,83
2023-01-01T15:00:00,12.9,78.33,15,90.3,83
2023-01-01T16:00:00,12.6,81.32,15.5,90.6,26
2023-01-01T17:00:00,11.7,88.76,17.8,100,7
2023-01-01T18:00:00,11.1,93.24,14.4,100,0
2023-01-01T19:00:00,11,94.65,15.2,100,0
2023-01-01T20:00:00,10.8,95.4,14.4,100,0
2023-01-01T21:00:00,10.9,94.42,8.4,100,0
2023-01-01T22:00:00,11.8,89.1,22.1,90.6,0
2023-01-01T23:00:00,12.4,87.36,21.6,90.6,0
2023-01-02T00:00:00,13,80.12,23.9,100,0
2023-01-02T01:00:00,13.2,79.65,22.1,100,0
2023-01-02T02:00:00,13,83.73,28.3,100,0
2023-01-02T03:00:00,13.1,86.15,26.2,100,0
2023-01-02T04:00:00,12.6,90.09,27.9,100,0
2023-01-02T05:00:00,12.5,90.43,24.5,90.6,0
2023-01-02T06:00:00,10.4,93.25,12.6,100,0
2023-01-02T07:00:00,9.8,94.07,14.6,100,1
2023-01-02T08:00:00,9.2,90.88,11.6,100,0
2023-01-02T09:00:00,9,94.68,11,100,5
2023-01-02T10:00:00,8.9,95.39,8,90.3,14
2023-01-02T11:00:00,9.5,89.78,8.1,90.6,56
2023-01-02T12:00:00,9.8,90.56,13.7,90.6,73
2023-01-02T13:00:00,9.7,89.63,14.6,99.7,57
2023-01-02T14:00:00,9.1,90.11,11,90,87
2023-01-02T15:00:00,9.4,89.18,14.7,81,63
2023-01-02T16:00:00,9.5,86.95,12.4,81,24
2023-01-02T17:00:00,8.9,89.99,17,33.2,9
2023-01-02T18:00:00,7.7,92.39,10.9,15.5,0
2023-01-02T19:00:00,7.2,92.61,9.9,29.7,0
2023-01-02T20:00:00,7,92.52,13.3,40.1,0
2023-01-02T21:00:00,6.7,90.02,8.4,39,0
2023-01-02T22:00:00,6.9,87.77,11.1,28.4,0
2023-01-02T23:00:00,5.7,88.48,10,0,0
2023-01-03T00:00:00,4.9,91.94,7.6,0,0
2023-01-03T01:00:00,4.6,94.46,4.5,0,0
2023-01-03T02:00:00,4.2,96.4,4.1,0,0
2023-01-03T03:00:00,4.3,97.48,10.6,0,0
2023-01-03T04:00:00,3.9,97.04,7.3,48.4,0
2023-01-03T05:00:00,5,95.48,10.8,87.1,0
2023-01-03T06:00:00,5.6,93.39,14,89.7,0
2023-01-03T07:00:00,5.3,96.23,14.2,42.9,0
2023-01-03T08:00:00,6.4,95.9,18.8,100,0
2023-01-03T09:00:00,7.1,95.71,17.9,100,8
2023-01-03T10:00:00,7.1,93.01,18.3,15.8,18
2023-01-03T11:00:00,7.7,89.46,18.4,90.6,58
2023-01-03T12:00:00,7.9,87.06,24.3,81,115
2023-01-03T13:00:00,8.6,86.9,19.1,80.6,232
2023-01-03T14:00:00,8.8,85.86,21.6,43.2,94
2023-01-03T15:00:00,9.1,84.05,25.9,52.9,60
2023-01-03T16:00:00,8.8,84.84,24.3,61.6,54
2023-01-03T17:00:00,8.5,85.99,24.2,52.6,15
2023-01-03T18:00:00,8.7,83.77,28.3,81,0
2023-01-03T19:00:00,8.8,85.4,27.9,100,0
2023-01-03T20:00:00,8.7,86.38,28.9,81,0
2023-01-03T21:00:00,9.1,85.12,30.6,90,0
2023-01-03T22:00:00,9.4,86.22,33.5,99.7,0
2023-01-03T23:00:00,9.3,89.84,33.4,99.7,0
2023-01-04T00:00:00,9.1,93.89,32.4,100,0
2023-01-04T01:00:00,9.6,92.66,35.2,100,1
2023-01-04T02:00:00,9.9,90.6,36,100,0
2023-01-04T03:00:00,10.1,93.62,29,100,0
2023-01-04T04:00:00,10.4,94.58,32.4,100,0
2023-01-04T05:00:00,10.6,94.09,31.6,100,0
2023-01-04T06:00:00,11.1,93.22,31.6,100,0
2023-01-04T07:00:00,10.9,97.06,23.6,100,0
2023-01-04T08:00:00,11.2,93.54,28.9,100,0
2023-01-04T09:00:00,11.7,92.27,31.5,100,5
2023-01-04T10:00:00,12,91.47,31.6,100,9
2023-01-04T11:00:00,11.4,95.15,26.7,100,26
2023-01-04T12:00:00,11.8,96.46,26.6,100,38
2023-01-04T13:00:00,11.9,97.53,23.4,100,25
2023-01-04T14:00:00,12.7,94.86,23.8,90.6,53
2023-01-04T15:00:00,12.9,90.82,21.8,100,25
2023-01-04T16:00:00,12.6,93.28,25.5,100,16
2023-01-04T17:00:00,12.4,83.08,26.1,99.7,7
2023-01-04T18:00:00,12.3,85.34,21.9,100,0
2023-01-04T19:00:00,12.3,82.27,27.9,62.6,0
2023-01-04T20:00:00,12.1,82.74,21.9,100,0
2023-01-04T21:00:00,12.1,84.28,22.2,90.3,0
2023-01-04T22:00:00,11.4,84.66,19.1,43.2,0
2023-01-04T23:00:00,10.9,85.48,19.1,84.9,0
2023-01-05T00:00:00,10.7,86.59,19.2,100,0
2023-01-05T01:00:00,10.8,85.85,20.6,33.9,0
2023-01-05T02:00:00,10.8,84.97,20.7,78.7,0
2023-01-05T03:00:00,10.7,84.58,20.6,52.9,0
2023-01-05T04:00:00,10.6,85.77,15.6,81.3,0
2023-01-05T05:00:00,10.6,84.78,15.6,90.6,0
2023-01-05T06:00:00,10.3,85.32,17.3,80.6,0
2023-01-05T07:00:00,10.3,85.15,18.1,90,0
2023-01-05T08:00:00,10,85.45,14.5,90,0
2023-01-05T09:00:00,9.5,87.54,14.6,60.6,7
2023-01-05T10:00:00,9.8,85.18,12,100,28
2023-01-05T11:00:00,10.1,83.69,14.4,12.6,62
2023-01-05T12:00:00,11,82.88,11.4,61.3,83
2023-01-05T13:00:00,11.5,85.23,11.8,99.7,91
2023-01-05T14:00:00,11.1,93.86,13.6,100,80
2023-01-05T15:00:00,11.7,93.99,16.5,100,45
2023-01-05T16:00:00,11.7,97.4,13.7,100,44
2023-01-05T17:00:00,11.4,96.59,11.9,100,13
2023-01-05T18:00:00,11.3,96.79,14.2,99.7,0
2023-01-05T19:00:00,11.3,97.72,18,99.7,1
2023-01-05T20:00:00,11.1,93.08,15.1,100,0
2023-01-05T21:00:00,11.2,92.2,14.7,100,0
2023-01-05T22:00:00,11.3,87.18,17.2,100,0
2023-01-05T23:00:00,11.1,83.07,18.6,99.7,0
2023-01-06T00:00:00,10.9,83.84,16,99.7,0
2023-01-06T01:00:00,10.9,83.08,18.1,100,0
2023-01-06T02:00:00,10.9,82.62,18.4,99.7,0
2023-01-06T03:00:00,10.7,86.02,21.7,100,0
2023-01-06T04:00:00,10.7,86.12,22.6,90.6,0
2023-01-06T05:00:00,10.6,84.21,25.3,90.6,0
2023-01-06T06:00:00,10.6,86.21,28.7,99.7,0
2023-01-06T07:00:00,10.7,85.86,25.8,100,0
2023-01-06T08:00:00,10.2,92.51,19.8,100,0
2023-01-06T09:00:00,10.4,93.65,20.7,90.6,5
2023-01-06T10:00:00,10.4,93.4,14.5,100,31
2023-01-06T11:00:00,10.4,93.45,11.1,90.3,96
2023-01-06T12:00:00,10.9,88.81,11.9,100,216
2023-01-06T13:00:00,10.5,93.89,12.3,100,215
2023-01-06T14:00:00,10.9,94.22,11.9,100,64
2023-01-06T15:00:00,11.2,96.42,11.1,99.4,84
2023-01-06T16:00:00,11.4,93.09,14.9,100,39
2023-01-06T17:00:00,11.2,93.34,14.7,99.7,12
2023-01-06T18:00:00,11.1,94.78,18.5,94.9,0
2023-01-06T19:00:00,11.2,93.03,18.8,99.4,1
2023-01-06T20:00:00,11.4,91.65,21.7,50,0
2023-01-06T21:00:00,11.2,89.31,21.7,61,0
2023-01-06T22:00:00,11.3,88.53,25.1,88.7,0
2023-01-06T23:00:00,11.4,84.98,25.2,89.7,0
2023-01-07T00:00:00,11.3,87.47,21.6,80,0
2023-01-07T01:00:00,11.2,87.12,21.5,90,0
2023-01-07T02:00:00,10.9,86.66,25.1,62.3,0
2023-01-07T03:00:00,10.7,89.03,21.7,90.3,0
2023-01-07T04:00:00,10.4,88.16,21.6,52.9,0
2023-01-07T05:00:00,10.5,86.99,21.5,99.7,0
2023-01-07T06:00:00,10.4,80.76,21.2,100,0
2023-01-07T07:00:00,10.2,77.53,18.1,100,0
2023-01-07T08:00:00,10.4,77.5,19,100,0
2023-01-07T09:00:00,10.5,71.61,24.4,100,6
2023-01-07T10:00:00,10.2,70.32,24.6,48.7,21
2023-01-07T11:00:00,10.6,69.73,28.3,19.9,90
2023-01-07T12:00:00,10.4,74.33,28.7,30,165
2023-01-07T13:00:00,11.1,71.18,28.5,40,149
2023-01-07T14:00:00,11.4,68.97,29.7,76.8,86
2023-01-07T15:00:00,10.6,75.75,28.7,99.4,81
2023-01-07T16:00:00,10.2,77.11,26.1,100,19
2023-01-07T17:00:00,9.5,83.15,31.5,100,5
2023-01-07T18:00:00,9.2,84.48,25.5,90.3,0
2023-01-07T19:00:00,9.8,84.39,26.3,100,0
2023-01-07T20:00:00,9.8,87.91,31.4,90.6,0
2023-01-07T21:00:00,9.9,85.9,29.4,90.6,0
2023-01-07T22:00:00,9.9,85.96,29,90.3,0
2023-01-07T23:00:00,10.2,82.18,31.4,90,0
2023-01-08T00:00:00,10.1,85.65,27.8,43.2,0
2023-01-08T01:00:00,10.1,83.94,22.6,90.3,0
2023-01-08T02:00:00,9.2,78.12,15.2,90.6,0
2023-01-08T03:00:00,8.8,85.31,20.4,90.3,0
2023-01-08T04:00:00,9.2,83.99,18,90.6,0
2023-01-08T05:00:00,7.9,80.84,21,62.3,0
2023-01-08T06:00:00,7.3,83.35,17.1,50,0
2023-01-08T07:00:00,7.1,83.97,17.9,50,0
2023-01-08T08:00:00,7.4,85.1,18,32.6,0
2023-01-08T09:00:00,7.1,89.31,18,94.9,5
2023-01-08T10:00:00,7.2,88.06,15.5,54.4,32
2023-01-08T11:00:00,8.2,80.96,25.4,24.8,121
2023-01-08T12:00:00,8.9,79.2,28.6,45.1,163
2023-01-08T13:00:00,9.5,77.05,28.7,80.3,235
2023-01-08T14:00:00,9.7,74.39,27.8,89,91
2023-01-08T15:00:00,9.6,75.35,25.1,61.9,83
2023-01-08T16:00:00,9.5,74.45,25.1,88.4,32
2023-01-08T17:00:00,9.5,75.71,26.8,99.3,9
2023-01-08T18:00:00,9.4,73.96,24.7,88.1,0
2023-01-08T19:00:00,9.5,75.57,24.9,61,0
2023-01-08T20:00:00,8.9,79.82,19.1,43.2,0
2023-01-08T21:00:00,8.9,82.8,22.4,80.7,0
2023-01-08T22:00:00,7.4,93.24,14.6,100,0
2023-01-08T23:00:00,6.7,89.67,18,90.6,3
2023-01-09T00:00:00,6.1,88.57,18.7,34.2,1
2023-01-09T01:00:00,5.9,91.33,18.3,90,1
2023-01-09T02:00:00,5.8,90.36,21.8,40,1
2023-01-09T03:00:00,6.1,87.98,20,59.1,0
2023-01-09T04:00:00,6.2,86.61,25.2,43.5,0
2023-01-09T05:00:00,6.6,84.89,31.4,90,0
2023-01-09T06:00:00,6.9,86.21,31.3,99.4,0
2023-01-09T07:00:00,7.2,85.34,20.3,99,0
2023-01-09T08:00:00,7.3,86.39,21.9,99.7,0
2023-01-09T09:00:00,7.3,86.03,19.9,99.4,5
2023-01-09T10:00:00,6.7,88,17.3,43.2,15
2023-01-09T11:00:00,7.1,88.06,17.3,100,51
2023-01-09T12:00:00,7.1,86.19,15.6,99.7,131
2023-01-09T13:00:00,8,85.67,20.8,90.3,114
2023-01-09T14:00:00,8.5,78.52,23.4,89,95
2023-01-09T15:00:00,8.5,76.18,14.9,89,87
2023-01-09T16:00:00,7.9,82.37,16.3,90.3,23
2023-01-09T17:00:00,7,88.89,12.8,90,10
2023-01-09T18:00:00,6.9,91.16,11.2,100,0
2023-01-09T19:00:00,6.6,87.19,9.5,90.3,0
2023-01-09T20:00:00,6.4,87.27,11.1,90.3,0
2023-01-09T21:00:00,6.3,85.1,11.2,89.7,1
2023-01-09T22:00:00,5.9,83.96,10,56.5,0
2023-01-09T23:00:00,5.2,82.52,11.2,39,0
2023-01-10T00:00:00,4.9,82.23,14.6,40.7,0
2023-01-10T01:00:00,5.9,79.77,17.1,88,0
2023-01-10T02:00:00,6,80.88,14.5,80.3,0
2023-01-10T03:00:00,5.3,83.25,13.6,11,0
2023-01-10T04:00:00,4.4,85.2,11.6,80,0
2023-01-10T05:00:00,4.4,87.17,17.1,30,0
2023-01-10T06:00:00,4.6,86.33,17,34.7,0
2023-01-10T07:00:00,3.9,87.92,15.2,19.9,0
2023-01-10T08:00:00,3.5,88.28,17.8,10.7,0
2023-01-10T09:00:00,3.7,89.7,18,51.3,10
2023-01-10T10:00:00,4.1,90.92,18,41.9,29
2023-01-10T11:00:00,5.1,85.94,20.9,52.9,67
2023-01-10T12:00:00,5.7,87.91,21.6,100,83
2023-01-10T13:00:00,6.5,85.65,25.1,99.7,67
2023-01-10T14:00:00,6.4,90.53,23.6,100,50
2023-01-10T15:00:00,6.4,93.69,32.2,100,19
2023-01-10T16:00:00,6.6,92.91,32.5,100,10
2023-01-10T17:00:00,7.2,92.72,32.4,100,5
2023-01-10T18:00:00,8,90.45,32,100,3
2023-01-10T19:00:00,8.6,92.6,29.8,100,2
2023-01-10T20:00:00,9.3,90.62,28.6,100,2
2023-01-10T21:00:00,10,92.18,28.8,100,2
2023-01-10T22:00:00,10.8,90.43,28.9,100,1
2023-01-10T23:00:00,11.2,88.18,29.4,100,1
2023-01-11T00:00:00,12,86.44,32.6,100,1
2023-01-11T01:00:00,11.7,91.54,32.4,100,1
2023-01-11T02:00:00,11.8,90.51,29.9,100,1
2023-01-11T03:00:00,11.8,94.8,25.4,100,1
2023-01-11T04:00:00,11.7,96.66,21.9,100,1
2023-01-11T05:00:00,11.7,97.8,18.3,100,2
2023-01-11T06:00:00,11.6,90.5,18.3,100,1
2023-01-11T07:00:00,10.4,87.79,20.4,90,1
2023-01-11T08:00:00,9.7,84.24,17.2,80.6,1
2023-01-11T09:00:00,9,87.35,14.6,90,5
2023-01-11T10:00:00,8.7,86.9,17.6,59.6,29
2023-01-11T11:00:00,9.6,80.78,18.1,43.6,115
2023-01-11T12:00:00,10.3,76.23,21.8,10.7,162
2023-01-11T13:00:00,10.8,76.43,20.2,50,154
2023-01-11T14:00:00,10.9,72.94,25.5,79,90
2023-01-11T15:00:00,10.5,75.14,24.6,79.7,50
2023-01-11T16:00:00,10,71.62,23.1,51.6,40
2023-01-11T17:00:00,9.3,77.23,22.7,43.2,10
2023-01-11T18:00:00,9.3,77.45,29.7,80.6,1
2023-01-11T19:00:00,9.3,77.33,29.8,40.6,0
2023-01-11T20:00:00,9.6,74.53,32.9,90,0
2023-01-11T21:00:00,8.9,85.58,34.2,99.7,1
2023-01-11T22:00:00,7.7,91.83,17.5,100,0
2023-01-11T23:00:00,8.4,89.67,23.2,90.6,1
2023-01-12T00:00:00,8.7,90.13,22.5,100,1
2023-01-12T01:00:00,8.8,91.08,26.3,99.7,0
2023-01-12T02:00:00,8.9,91.21,28.9,99.4,2
2023-01-12T03:00:00,8.7,93.65,31.5,100,1
2023-01-12T04:00:00,8.9,91.98,36,100,8
2023-01-12T05:00:00,8.9,91.7,36.7,100,13
2023-01-12T06:00:00,9.2,90.35,30.9,100,6
2023-01-12T07:00:00,9.4,92.14,34.3,100,4
2023-01-12T08:00:00,9.7,94.17,34.5,100,6
2023-01-12T09:00:00,9.7,94.4,27.6,100,7
2023-01-12T10:00:00,10.1,96.22,30.8,100,10
2023-01-12T11:00:00,10.4,95.41,29.9,100,26
2023-01-12T12:00:00,10.4,95.13,24.1,100,29
2023-01-12T13:00:00,10.3,97.8,29.1,100,26
2023-01-12T14:00:00,10.3,97.46,29.9,100,26
2023-01-12T15:00:00,10.4,95.14,29.8,100,7
2023-01-12T16:00:00,10.4,94.36,30.2,100,11
2023-01-12T17:00:00,10.6,94.97,29,99.7,5
2023-01-12T18:00:00,10.8,92.69,28.2,99.7,3
2023-01-12T19:00:00,10.6,94.02,25.5,100,2
2023-01-12T20:00:00,10.6,94,24.6,100,1
2023-01-12T21:00:00,10.7,90.53,20.4,90.3,1
2023-01-12T22:00:00,10.5,86.87,34.8,100,1
2023-01-12T23:00:00,10.1,79.16,24.5,100,1
2023-01-13T00:00:00,9.8,78.6,22.2,90.6,0
2023-01-13T01:00:00,9.3,78.91,25.3,15.8,0
2023-01-13T02:00:00,8.8,80.68,21.8,12.2,0
2023-01-13T03:00:00,8.6,79.23,21.9,75.2,0
2023-01-13T04:00:00,7.9,88.26,18.6,97.8,6
2023-01-13T05:00:00,7.8,84.63,24.5,14.2,2
2023-01-13T06:00:00,7.9,81.1,21.8,90,1
2023-01-13T07:00:00,7.9,77.21,22.5,28.4,1
2023-01-13T08:00:00,7.8,79.9,23.4,11.6,0
2023-01-13T09:00:00,8,77.14,23.6,59.7,9
2023-01-13T10:00:00,8.1,75.09,20.1,42.6,39
2023-01-13T11:00:00,9.3,68.6,29.6,89.4,96
2023-01-13T12:00:00,9.2,73.12,26.3,99.7,62
2023-01-13T13:00:00,9.6,67.19,23.7,99.7,123
2023-01-13T14:00:00,9.7,70.18,23.1,99.7,73
2023-01-13T15:00:00,9.8,67.7,29.9,90.3,125
2023-01-13T16:00:00,9.7,67.24,27.9,33.9,86
2023-01-13T17:00:00,9.2,66.67,22.6,90,25
2023-01-13T18:00:00,8.8,71.78,20.8,9.7,1
2023-01-13T19:00:00,8.9,74.78,21.7,13.9,0
2023-01-13T20:00:00,8.6,78.13,21.7,62.3,0
2023-01-13T21:00:00,8.4,77.18,17.3,95.1,0
2023-01-13T22:00:00,8,78.64,18.2,13.9,0
2023-01-13T23:00:00,6.9,82.74,15.5,85.1,0
2023-01-14T00:00:00,6.7,85.23,17.2,64.7,0
2023-01-14T01:00:00,6.1,88.26,14.7,64.5,1
2023-01-14T02:00:00,6.2,87.83,15,43.5,1
2023-01-14T03:00:00,6.4,87.26,14.7,52.6,1
2023-01-14T04:00:00,6.5,88.43,20.5,52.6,1
2023-01-14T05:00:00,6.4,88.88,16.4,62.3,1
2023-01-14T06:00:00,6.8,86.15,21.5,100,1
2023-01-14T07:00:00,7,93.33,24.5,100,1
2023-01-14T08:00:00,8,91.26,28.4,99.7,2
2023-01-14T09:00:00,8.6,90.36,29.2,99.7,2
2023-01-14T10:00:00,9,90.71,32.7,100,8
2023-01-14T11:00:00,9.5,90.99,39.1,100,16
2023-01-14T12:00:00,10,90.53,38.8,100,25
2023-01-14T13:00:00,10.8,87.95,39.5,100,26
2023-01-14T14:00:00,11,93.16,36.9,100,34
2023-01-14T15:00:00,11.1,95.26,36,100,34
2023-01-14T16:00:00,11.5,94.96,35.1,100,19
2023-01-14T17:00:00,11.6,97.31,29.1,100,8
2023-01-14T18:00:00,11.8,97.03,30.6,100,15
2023-01-14T19:00:00,11.7,86.46,25.3,90.3,4
2023-01-14T20:00:00,10.9,85.66,21.9,90,1
2023-01-14T21:00:00,10.3,84.6,21.7,90,1
2023-01-14T22:00:00,9.5,73.76,23.5,90.3,1
2023-01-14T23:00:00,8.6,68.31,20.8,100,0
2023-01-15T00:00:00,8.1,73.05,15.5,90.6,0
2023-01-15T01:00:00,7.9,76.22,17.2,99.7,0
2023-01-15T02:00:00,7.8,74.13,18.2,100,0
2023-01-15T03:00:00,7.4,73.71,14.8,81,0
2023-01-15T04:00:00,7,78.85,17.4,100,0
2023-01-15T05:00:00,6.5,83.98,18.2,34.5,0
2023-01-15T06:00:00,6.4,83.72,21,90.6,0
2023-01-15T07:00:00,5,85.58,16,90,0
2023-01-15T08:00:00,4.7,84.22,13.1,90,0
2023-01-15T09:00:00,4.7,79.11,16.3,40,7
2023-01-15T10:00:00,5.6,78.13,22,30,73
2023-01-15T11:00:00,5.5,80.92,31.7,52.3,100
2023-01-15T12:00:00,6,80,34.5,98.4,135
2023-01-15T13:00:00,6.6,77.9,31.8,90,182
2023-01-15T14:00:00,7.2,74.19,34.3,90.3,85
2023-01-15T15:00:00,6.5,80.12,29.9,90.3,51
2023-01-15T16:00:00,5.7,83.68,26.9,90,25
2023-01-15T17:00:00,5.5,83.59,31.7,90.6,9
2023-01-15T18:00:00,4.9,86.46,24.3,90.3,2
2023-01-15T19:00:00,5,88.49,12.9,99.4,0
2023-01-15T20:00:00,5.9,82.66,22.3,90,0
2023-01-15T21:00:00,5.3,85.13,25.9,99.7,0
2023-01-15T22:00:00,5.1,89.07,26.8,90.3,0
2023-01-15T23:00:00,4.6,88.27,19.2,87.7,0
2023-01-16T00:00:00,4.2,89.11,21.8,40.3,0
2023-01-16T01:00:00,4.1,89.11,18,11,0
2023-01-16T02:00:00,3.7,90.28,14.4,87.5,0
2023-01-16T03:00:00,4.2,89.4,14.4,90.3,0
2023-01-16T04:00:00,4.8,88.25,14.5,100,0
2023-01-16T05:00:00,5.1,88.59,21.3,100,0
2023-01-16T06:00:00,5.1,90.51,22.4,100,0
2023-01-16T07:00:00,5,87.34,25.7,100,0
2023-01-16T08:00:00,4.7,88.46,25.1,100,0
2023-01-16T09:00:00,5.1,85.65,21.3,89,6
2023-01-16T10:00:00,5.3,88.32,15.4,90.6,22
2023-01-16T11:00:00,4.9,85.55,15.2,100,28
2023-01-16T12:00:00,4.9,87.05,14.5,100,59
2023-01-16T13:00:00,5.4,90.06,15.3,90.6,106
2023-01-16T14:00:00,5.5,90.52,17.2,90.3,71
2023-01-16T15:00:00,5.3,91.77,15.4,100,34
2023-01-16T16:00:00,5,86.63,28.6,100,10
2023-01-16T17:00:00,5,86.3,26.9,100,6
2023-01-16T18:00:00,3.7,90.05,23.3,100,4
2023-01-16T19:00:00,4.4,89.31,18.5,90.6,4
2023-01-16T20:00:00,4.1,84.19,18.9,90.3,4
2023-01-16T21:00:00,4,86.77,17.5,99.7,2
2023-01-16T22:00:00,3.1,84.44,13.8,50.3,6
2023-01-16T23:00:00,2.7,83.91,12.6,94.9,3
2023-01-17T00:00:00,2.2,88.85,16.3,14.2,4
2023-01-17T01:00:00,1.5,87.85,13.5,40,2
2023-01-17T02:00:00,0.9,85.87,10,0,1
2023-01-17T03:00:00,0.3,87.99,13.4,5.1,1
2023-01-17T04:00:00,0,90.08,12.6,86.8,1
2023-01-17T05:00:00,-0.5,91.43,13.3,61.9,1
2023-01-17T06:00:00,-0.5,91.12,12.6,90,1
2023-01-17T07:00:00,-1.3,94.05,4.2,60,1
2023-01-17T08:00:00,-2,94.39,3.8,25.2,0
2023-01-17T09:00:00,-1.8,94.57,3.3,0,11
2023-01-17T10:00:00,-1.2,92.5,7,0,71
2023-01-17T11:00:00,0.4,85.68,3.9,0,145
2023-01-17T12:00:00,1.9,83.13,6.1,0,227
2023-01-17T13:00:00,3.2,70.57,3.9,0,255
2023-01-17T14:00:00,4.1,64.32,3.7,30,70
2023-01-17T15:00:00,3.7,58.18,6.2,0,82
2023-01-17T16:00:00,3.4,61.43,6.3,34.9,65
2023-01-17T17:00:00,1.2,74.86,3.6,65.3,14
2023-01-17T18:00:00,-0.2,81.93,3.6,89.9,2
2023-01-17T19:00:00,-0.6,89.42,5.6,90,0
2023-01-17T20:00:00,-1.5,89.22,3.7,90.6,0
2023-01-17T21:00:00,-1,83.5,4,90.6,0
2023-01-17T22:00:00,-0.7,90.12,5.8,94.9,0
2023-01-17T23:00:00,-1.6,89.39,3.7,90.3,0
2023-01-18T00:00:00,-1,86.08,4,90.3,0
2023-01-18T01:00:00,-1.7,90.36,7.2,100,0
2023-01-18T02:00:00,-1.9,90.36,4.2,85.1,0
2023-01-18T03:00:00,-2.1,90.67,6.4,41.6,0
2023-01-18T04:00:00,-2,91.84,6.4,13,0
2023-01-18T05:00:00,-1.4,87.44,6.3,86.5,0
2023-01-18T06:00:00,-1.6,88.31,7.6,56.5,0
2023-01-18T07:00:00,-2,89.38,7.8,15.5,0
2023-01-18T08:00:00,-1.2,89.55,9.8,80.6,0
2023-01-18T09:00:00,-1,89.65,12.5,32.9,5
2023-01-18T10:00:00,-0.8,89.49,13.6,80,45
2023-01-18T11:00:00,0.6,86.4,11.5,10,156
2023-01-18T12:00:00,2.2,81.57,11.8,0,222
2023-01-18T13:00:00,3.2,76.99,14.6,0,258
2023-01-18T14:00:00,3.9,74.28,12,0,150
2023-01-18T15:00:00,4.4,74.54,13.8,9.7,41
2023-01-18T16:00:00,4.5,70.57,14.8,29,76
2023-01-18T17:00:00,3.3,76.04,11.7,85.5,18
2023-01-18T18:00:00,2.4,83.2,9.5,80.6,1
2023-01-18T19:00:00,2,86.93,16.3,52.9,0
2023-01-18T20:00:00,1.8,89.78,16.4,90,0
2023-01-18T21:00:00,1.8,91.57,16.2,99.7,0
2023-01-18T22:00:00,1.8,91.26,16.3,89,0
2023-01-18T23:00:00,1.2,91,11.8,15.5,0
2023-01-19T00:00:00,1,92.92,13.6,41.6,0
2023-01-19T01:00:00,0.7,90.99,12,59.7,0
2023-01-19T02:00:00,0.8,91.28,12.7,80,0
2023-01-19T03:00:00,0.7,91,11.6,85.5,0
2023-01-19T04:00:00,1,91.55,10,84.8,1
2023-01-19T05:00:00,0.7,92.64,11.4,41.6,1
2023-01-19T06:00:00,0.5,94.3,12.6,89.9,1
2023-01-19T07:00:00,0.2,94.99,8.3,100,1
2023-01-19T08:00:00,0.5,95.56,12.6,52.9,1
2023-01-19T09:00:00,0.3,94.38,8.5,15.8,6
2023-01-19T10:00:00,0.6,94.9,5.6,90.6,18
2023-01-19T11:00:00,0.8,96.41,13.6,90.6,70
2023-01-19T12:00:00,1.8,90.9,8.6,90.6,222
2023-01-19T13:00:00,1.8,90.86,14.8,90.6,238
2023-01-19T14:00:00,2.4,91.07,17,90.6,150
2023-01-19T15:00:00,3.2,84.25,14.4,15.5,78
2023-01-19T16:00:00,2.3,89.7,14.3,34.5,60
2023-01-19T17:00:00,1.4,92.82,13.2,43.6,18
2023-01-19T18:00:00,1.2,92.84,10.8,87.8,9
2023-01-19T19:00:00,0.8,95.28,14.2,97.4,0
2023-01-19T20:00:00,0.6,96.82,10.7,96.8,0
2023-01-19T21:00:00,0.6,98.61,13.5,96.5,0
2023-01-19T22:00:00,0.6,97.54,9.8,43.2,0
2023-01-19T23:00:00,0.6,96.47,7.5,99.7,0
2023-01-20T00:00:00,0.6,97.28,13.2,100,0
2023-01-20T01:00:00,0.4,96.95,12.6,90.6,0
2023-01-20T02:00:00,-0.1,97.02,14.3,100,0
2023-01-20T03:00:00,-0.4,97.98,15.8,90.6,0
2023-01-20T04:00:00,-0.4,96.4,13.4,53.2,0
2023-01-20T05:00:00,0,94.18,13.6,90.6,0
2023-01-20T06:00:00,-0.2,98.52,5.7,100,0
2023-01-20T07:00:00,0.3,95.77,17.1,100,0
2023-01-20T08:00:00,0.8,94.8,16.3,100,0
2023-01-20T09:00:00,1.3,93.07,18.7,81.3,5
2023-01-20T10:00:00,1.5,91.77,12.1,52.9,29
2023-01-20T11:00:00,2.6,92.34,16.2,99.7,95
2023-01-20T12:00:00,4.6,85.61,17.9,90.6,202
